id,name,now_cost,position,team,starts_per_90,chance_of_playing_next_round,cost_change_event_fall,transfers_out,threat_rank_type,selected_by_percent,cost_change_start,cost_change_start_fall,threat_rank,clean_sheets,web_name,ict_index_rank_type,total_points,ep_next,status,ict_index,expected_goals_per_90,clean_sheets_per_90,points_per_game,yellow_cards,now_cost_rank_type,transfers_in,form_rank,saves,event_points,bonus,expected_goals,expected_goals_conceded_per_90,penalties_order,corners_and_indirect_freekicks_order,cost_change_event,in_dreamteam,ep_this,goals_conceded,selected_rank,chance_of_playing_this_round,goals_conceded_per_90,expected_goals_conceded,expected_assists,points_per_game_rank_type,starts,expected_goal_involvements,goals_scored,saves_per_90,creativity,threat,expected_goal_involvements_per_90,ict_index_rank,now_cost_rank,creativity_rank,value_form,news_added,influence,selected_rank_type,creativity_rank_type,influence_rank_type,bps,value_season,expected_assists_per_90,transfers_out_event,assists,influence_rank,news,transfers_in_event,form,minutes,direct_freekicks_order,form_rank_type,points_per_game_rank,dreamteam_count,red_cards
199,Enzo Fernández,50,MID,Chelsea,1.0,,0,18464,52,4.3,0,0,87,0,Enzo,22,1,1.6,a,6.7,0.06,0.0,1.0,1,185,43825,251,0,1,0,0.06,1.28,,,0,False,1.1,1,80,,1.0,1.28,0.11,115,1,0.17,0,0.0,38.5,9.0,0.17,44,286,16,0.2,,19.8,27,11,25,18,0.2,0.11,18464,0,76,,43825,1.0,90,4.0,115,251,0,0
200,David Datro Fofana,50,FWD,Chelsea,0.0,0.0,0,148,65,0.0,0,0,590,0,D.D.Fofana,65,0,0.0,u,0.0,0.0,0.0,0.0,0,60,0,610,0,0,0,0.00,0.0,,,0,False,0.0,0,644,0.0,0.0,0.00,0.00,70,0,0.00,0,0.0,0.0,0.0,0.0,604,302,598,0.0,2023-07-11T09:30:03.546600Z,0.0,87,64,64,0,0.0,0.0,148,0,597,Joined Union Berlin on a season-long loan - Expected back 01 Jul,0,0.0,0,,70,610,0,0
201,Wesley Fofana,45,DEF,Chelsea,0.0,0.0,0,930,191,0.0,0,0,423,0,W.Fofana,199,0,0.0,i,0.0,0.0,0.0,0.0,0,140,67,491,0,0,0,0.00,0.0,,,0,False,0.0,0,529,0.0,0.0,0.00,0.00,200,0,0.00,0,0.0,0.0,0.0,0.0,455,484,447,0.0,2023-07-18T23:30:03.865981Z,0.0,192,199,200,0,0.0,0.0,930,0,447,Knee injury - Unknown return date,67,0.0,0,,200,491,0,0
202,Conor Gallagher,55,MID,Chelsea,1.0,,0,3247,263,0.5,0,0,624,0,Gallagher,71,2,2.1,a,2.4,0.0,0.0,2.0,0,84,3567,155,0,2,0,0.00,1.28,,5.0,0,False,1.6,1,237,,1.0,1.28,0.02,70,1,0.02,0,0.0,6.3,0.0,0.02,139,131,127,0.4,,17.4,76,77,30,14,0.4,0.02,3247,0,86,,3567,2.0,90,,70,155,0,0
203,Malo Gusto,40,DEF,Chelsea,0.0,,0,4817,108,1.2,0,0,269,0,Gusto,76,1,1.0,a,0.5,0.0,0.0,1.0,0,209,6218,182,0,1,0,0.00,0.26,,,0,False,0.5,0,153,,0.0,0.04,0.01,57,0,0.01,0,0.0,1.3,0.0,0.06,213,651,166,0.2,,3.8,55,53,71,3,0.2,0.06,4817,0,185,,6218,1.0,14,,57,182,0,0
204,Lewis Hall,45,DEF,Chelsea,0.0,,0,1566,195,0.2,0,0,449,0,Hall,200,0,2.0,a,0.0,0.0,0.0,0.0,0,147,352,514,0,0,0,0.00,0.0,,,0,False,1.5,0,331,,0.0,0.00,0.00,202,0,0.00,0,0.0,0.0,0.0,0.0,478,517,470,0.0,,0.0,128,200,201,0,0.0,0.0,1566,0,470,,352,0.0,0,,202,514,0,0
205,Callum Hudson-Odoi,50,MID,Chelsea,0.0,,0,536,220,0.1,0,0,549,0,Hudson-Odoi,231,0,1.6,a,0.0,0.0,0.0,0.0,0,161,116,583,0,0,0,0.00,0.0,,,0,False,1.1,0,502,,0.0,0.00,0.00,239,0,0.00,0,0.0,0.0,0.0,0.0,567,243,561,0.0,,0.0,184,230,224,0,0.0,0.0,536,0,560,,116,0.0,0,,239,583,0,0
206,Reece James,55,DEF,Chelsea,1.2,,0,47924,37,18.4,0,0,134,0,James,20,2,2.6,a,5.0,0.04,0.0,2.0,0,11,143774,154,0,2,0,0.03,1.48,2.0,2.0,0,False,2.1,1,21,,1.2,1.23,0.42,49,1,0.45,0,0.0,35.9,3.0,0.54,75,129,19,0.4,,11.4,9,6,55,15,0.4,0.5,47924,0,126,,143774,2.0,75,2.0,49,154,0,0
207,Romelu Lukaku Bolingoli,70,FWD,Chelsea,0.0,,0,13083,81,0.7,0,0,652,0,Lukaku,81,0,2.3,a,0.0,0.0,0.0,0.0,0,12,4675,653,0,0,0,0.00,0.0,,,0,False,1.8,0,203,,0.0,0.00,0.00,82,0,0.00,0,0.0,0.0,0.0,0.0,654,28,654,0.0,,0.0,39,81,81,0,0.0,0.0,13083,0,652,,4675,0.0,0,,82,653,0,0
208,Noni Madueke,55,MID,Chelsea,0.0,100.0,0,1460,265,0.1,0,0,626,0,Madueke,269,0,2.1,a,0.0,0.0,0.0,0.0,0,88,328,636,0,0,0,0.00,0.0,,,0,False,1.2,0,447,75.0,0.0,0.00,0.00,272,0,0.00,0,0.0,0.0,0.0,0.0,631,135,629,0.0,2023-08-03T10:30:04.622782Z,0.0,152,268,264,0,0.0,0.0,1460,0,626,,328,0.0,0,,272,636,0,0
210,Mykhailo Mudryk,65,MID,Chelsea,0.0,,0,29612,73,2.8,0,0,129,0,Mudryk,97,1,2.3,a,0.8,0.0,0.0,1.0,0,34,7560,274,0,1,0,0.00,0.4,,,0,False,1.8,0,110,,0.0,0.04,0.01,132,0,0.01,0,0.0,1.3,4.0,0.1,206,56,171,0.2,,2.4,41,96,90,5,0.2,0.1,29612,0,200,,7560,1.0,9,,132,274,0,0
211,Nicolas Jackson,70,FWD,Chelsea,1.0,,0,57442,83,15.8,0,0,656,0,N.Jackson,83,1,2.3,a,0.0,0.53,0.0,1.0,1,14,87713,277,0,1,0,0.53,1.28,,,0,False,1.8,1,26,,1.0,1.28,0.01,35,1,0.54,0,0.0,0.0,0.0,0.54,657,39,657,0.1,,0.0,5,83,83,-6,0.1,0.01,57442,0,656,,87713,1.0,90,,35,277,0,0
212,Christopher Nkunku,75,FWD,Chelsea,0.0,0.0,0,53971,84,1.2,0,0,659,0,Nkunku,84,0,0.0,i,0.0,0.0,0.0,0.0,0,9,1225,657,0,0,0,0.00,0.0,,,0,False,0.0,0,155,0.0,0.0,0.00,0.00,84,0,0.00,0,0.0,0.0,0.0,0.0,660,23,660,0.0,2023-08-03T09:30:04.720287Z,0.0,30,84,84,0,0.0,0.0,53971,0,659,Knee injury - Unknown return date,1225,0.0,0,,84,657,0,0
213,Christian Pulisic,55,MID,Chelsea,0.0,0.0,0,173,253,0.0,0,0,614,0,Pulisic,259,0,0.0,u,0.0,0.0,0.0,0.0,0,68,0,627,0,0,0,0.00,0.0,,,0,False,0.0,0,641,0.0,0.0,0.00,0.00,263,0,0.00,0,0.0,0.0,0.0,0.0,621,111,619,0.0,2023-07-14T08:03:53.480692Z,0.0,266,258,253,0,0.0,0.0,173,0,615,Permanent transfer to AC Milan,0,0.0,0,,263,627,0,0
214,Malang Sarr,45,DEF,Chelsea,0.0,,0,779,163,0.1,0,0,360,0,M.Sarr,178,0,2.0,a,0.0,0.0,0.0,0.0,0,100,195,443,0,0,0,0.00,0.0,,,0,False,1.5,0,425,,0.0,0.00,0.00,182,0,0.00,0,0.0,0.0,0.0,0.0,402,407,390,0.0,,0.0,163,176,179,0,0.0,0.0,779,0,393,,195,0.0,0,,182,443,0,0
215,Gabriel Słonina,40,GKP,Chelsea,0.0,0.0,0,1081,42,0.1,0,0,263,0,Slonina,54,0,0.0,u,0.0,0.0,0.0,0.0,0,71,0,368,0,0,0,0.00,0.0,,,0,False,0.0,0,477,0.0,0.0,0.00,0.00,60,0,0.00,0,0.0,0.0,0.0,0.0,322,644,305,0.0,2023-08-11T10:44:59.272960Z,0.0,65,43,54,0,0.0,0.0,1081,0,314,Season long loan to KAS Eupen,0,0.0,0,,60,368,0,0
216,Raheem Sterling,70,MID,Chelsea,1.12,,0,10537,46,1.9,0,0,79,0,Sterling,44,2,2.5,a,4.9,0.0,0.0,2.0,0,16,13578,170,0,2,0,0.00,1.38,,,0,False,2.0,1,129,,1.12,1.23,0.09,78,1,0.09,0,0.0,26.0,10.0,0.1,79,29,36,0.3,,13.0,45,27,43,8,0.3,0.1,10537,0,117,,13578,2.0,80,,78,170,0,0
217,Thiago Emiliano da Silva,50,DEF,Chelsea,1.0,,0,10186,22,2.5,0,0,90,0,T.Silva,17,2,2.3,a,5.3,0.0,0.0,2.0,0,13,15546,118,0,2,0,0.00,1.28,,,0,False,1.8,1,115,,1.0,1.28,0.07,45,1,0.07,0,0.0,11.7,8.0,0.07,67,159,95,0.4,,32.8,39,26,11,19,0.4,0.07,10186,0,32,,15546,2.0,90,,45,118,0,0
218,Hakim Ziyech,55,MID,Chelsea,0.0,,0,2825,249,0.2,0,0,607,0,Ziyech,256,0,2.1,a,0.0,0.0,0.0,0.0,0,59,690,622,0,0,0,0.00,0.0,4.0,3.0,0,False,1.6,0,322,,0.0,0.00,0.00,260,0,0.00,0,0.0,0.0,0.0,0.0,615,99,612,0.0,,0.0,95,254,250,0,0.0,0.0,2825,0,609,,690,0.0,0,,260,622,0,0
589,Ângelo Gabriel Borges Damaceno,50,MID,Chelsea,0.0,0.0,0,452,239,0.0,0,0,589,0,Ângelo,249,0,0.0,u,0.0,0.0,0.0,0.0,0,196,0,609,0,0,0,0.00,0.0,,,0,False,0.0,0,630,0.0,0.0,0.00,0.00,252,0,0.00,0,0.0,0.0,0.0,0.0,603,301,597,0.0,2023-08-10T13:51:38.491138Z,0.0,260,247,243,0,0.0,0.0,452,0,596,Season long loan to Strasbourg until the end of the season,0,0.0,0,,252,609,0,0
609,Ian Maatsen,55,MID,Chelsea,0.0,,0,1353,88,0.1,0,0,160,0,Maatsen,102,1,2.1,a,0.5,0.0,0.0,1.0,0,92,195,262,0,1,0,0.00,0.4,,,0,False,1.6,0,424,,0.0,0.04,0.01,123,0,0.01,0,0.0,0.6,2.0,0.1,217,141,187,0.2,,2.2,139,103,95,4,0.2,0.1,1353,0,206,,195,1.0,9,,123,262,0,0
611,Axel Disasi,50,DEF,Chelsea,1.0,,0,5673,208,2.5,0,0,554,0,Disasi,210,11,2.3,a,0.0,0.47,0.0,11.0,0,29,131590,7,0,11,3,0.47,1.28,,,0,True,1.8,1,116,,1.0,1.28,0.01,3,1,0.48,1,0.0,0.0,0.0,0.48,571,250,565,2.2,,0.0,40,210,211,27,2.2,0.01,5673,0,564,,131590,11.0,90,,3,7,1,0
613,Lesley Ugochukwu,45,MID,Chelsea,0.0,,0,1308,154,0.2,0,0,461,0,Ugochukwu,171,1,1.0,a,0.0,0.0,0.0,1.0,0,269,1872,220,0,1,0,0.00,1.8,,,0,False,0.5,0,375,,0.0,0.02,0.00,94,0,0.00,0,0.0,0.0,0.0,0.0,489,531,481,0.2,,0.0,116,170,164,4,0.2,0.0,1308,0,481,,1872,1.0,1,,94,220,0,0
623,Mason Burstow,45,FWD,Chelsea,0.0,,0,1208,48,0.2,0,0,472,0,Burstow,48,0,1.0,a,0.0,0.0,0.0,0.0,0,86,1247,534,0,0,0,0.00,0.0,,,0,False,0.5,0,379,,0.0,0.00,0.00,59,0,0.00,0,0.0,0.0,0.0,0.0,500,542,492,0.0,,0.0,59,47,46,0,0.0,0.0,1208,0,492,,1247,0.0,0,,59,534,0,0
659,Lucas Bergström,40,GKP,Chelsea,0.0,,0,21,43,0.0,0,0,268,0,Bergström,55,0,1.0,a,0.0,0.0,0.0,0.0,0,72,190,373,0,0,0,0.00,0.0,,,0,False,0.5,0,642,,0.0,0.00,0.00,61,0,0.00,0,0.0,0.0,0.0,0.0,327,650,310,0.0,,0.0,75,44,55,0,0.0,0.0,21,0,319,,190,0.0,0,,61,373,0,0
219,Naouirou Ahamada,45,MID,Crystal Palace,0.0,,0,1480,139,0.3,0,0,435,0,Ahamada,157,0,0.5,a,0.0,0.0,0.0,0.0,0,250,604,502,0,0,0,0.00,0.0,,,0,False,1.5,0,291,,0.0,0.00,0.00,178,0,0.00,0,0.0,0.0,0.0,0.0,466,498,458,0.0,,0.0,85,156,150,0,0.0,0.0,1480,0,458,,604,0.0,0,,178,502,0,0
220,Joachim Andersen,45,DEF,Crystal Palace,1.0,,0,6919,1,2.2,0,0,15,1,Andersen,2,9,1.5,a,10.8,0.15,1.0,9.0,0,84,77912,10,0,9,3,0.15,0.49,,,0,True,2.5,0,122,,0.0,0.49,0.11,4,1,0.26,0,0.0,24.9,42.0,0.26,16,386,38,2.0,,41.2,43,9,5,31,2.0,0.11,6919,0,17,,77912,9.0,90,,4,10,1,0
221,Jordan Ayew,55,MID,Crystal Palace,1.0,,0,1966,14,0.4,0,0,33,1,J.Ayew,12,6,1.6,a,9.1,0.09,1.0,6.0,0,54,5170,42,0,6,0,0.09,0.49,,,0,False,2.6,0,253,,0.0,0.49,0.36,12,1,0.45,0,0.0,32.0,32.0,0.45,22,87,27,1.1,,26.8,80,19,17,14,1.1,0.36,1966,1,48,,5170,6.0,90,,12,42,0,0
222,Nathaniel Clyne,45,DEF,Crystal Palace,0.0,,0,1108,125,0.1,0,0,296,0,Clyne,148,0,1.5,a,0.0,0.0,0.0,0.0,0,45,281,394,0,0,0,0.00,0.0,,,0,False,2.5,0,400,,0.0,0.00,0.00,152,0,0.00,0,0.0,0.0,0.0,0.0,350,325,334,0.0,,0.0,155,145,150,0,0.0,0.0,1108,0,342,,281,0.0,0,,152,394,0,0
223,Cheick Doucouré,50,MID,Crystal Palace,1.0,100.0,0,499,51,0.1,0,0,86,1,C.Doucouré,31,3,1.1,a,5.7,0.01,1.0,3.0,0,181,858,76,0,3,0,0.01,0.49,,,0,False,1.6,0,484,75.0,0.0,0.49,0.03,31,1,0.04,0,0.0,33.0,9.0,0.04,59,279,24,0.6,2023-08-06T23:30:05.645648Z,14.6,171,16,36,12,0.6,0.03,499,0,100,,858,3.0,90,,31,76,0,0
224,Malcolm Ebiowei,45,MID,Crystal Palace,0.0,,0,546,132,0.1,0,0,425,0,Ebiowei,150,0,0.5,a,0.0,0.0,0.0,0.0,0,242,258,492,0,0,0,0.00,0.0,,,0,False,1.5,0,476,,0.0,0.00,0.00,171,0,0.00,0,0.0,0.0,0.0,0.0,456,486,448,0.0,,0.0,165,149,143,0,0.0,0.0,546,0,448,,258,0.0,0,,171,492,0,0
225,Odsonne Edouard,55,FWD,Crystal Palace,1.0,,0,9628,1,2.1,0,0,1,1,Edouard,1,7,1.4,a,16.0,1.12,1.0,7.0,0,32,13911,27,0,7,1,1.12,0.49,3.0,,0,False,2.4,0,124,,0.0,0.49,0.14,6,1,1.26,1,0.0,22.2,93.0,1.26,2,116,51,1.3,,44.4,21,5,4,27,1.3,0.14,9628,0,13,,13911,7.0,90,,6,27,0,0
226,Eberechi Eze,65,MID,Crystal Palace,1.0,,0,101676,10,15.9,0,0,25,1,Eze,3,3,1.8,a,14.5,0.51,1.0,3.0,0,30,17359,83,0,3,0,0.51,0.49,2.0,2.0,0,False,2.8,0,25,,0.0,0.49,0.58,36,1,1.09,0,0.0,96.2,35.0,1.09,5,51,1,0.5,,13.4,7,1,41,21,0.5,0.58,101676,0,112,,17359,3.0,90,1.0,36,83,0,0
227,Vicente Guaita,45,GKP,Crystal Palace,0.0,,0,7275,49,0.9,0,0,285,0,Guaita,61,0,1.9,a,0.0,0.0,0.0,0.0,0,13,621,387,0,0,0,0.00,0.0,,,0,False,2.9,0,182,,0.0,0.00,0.00,67,0,0.00,0,0.0,0.0,0.0,0.0,342,314,325,0.0,,0.0,23,50,61,0,0.0,0.0,7275,0,334,,621,0.0,0,,67,387,0,0
228,Marc Guéhi,45,DEF,Crystal Palace,1.0,,0,5617,34,1.9,0,0,121,1,Guéhi,28,6,1.5,a,4.0,0.04,1.0,6.0,0,103,11172,37,0,6,0,0.04,0.49,,,0,False,2.5,0,131,,0.0,0.49,0.01,15,1,0.05,0,0.0,10.8,4.0,0.05,94,410,110,1.3,,25.4,48,32,19,26,1.3,0.01,5617,0,52,,11172,6.0,90,,15,37,0,0
229,Will Hughes,50,MID,Crystal Palace,0.0,0.0,0,140,188,0.0,0,0,507,0,Hughes,203,0,0.0,i,0.0,0.0,0.0,0.0,0,120,7,557,0,0,0,0.00,0.0,,3.0,0,False,0.0,0,640,0.0,0.0,0.00,0.00,218,0,0.00,0,0.0,0.0,0.0,0.0,531,186,524,0.0,2023-08-06T23:30:05.660088Z,0.0,265,202,196,0,0.0,0.0,140,0,523,Knock - Unknown return date,7,0.0,0,,218,557,0,0
230,Sam Johnstone,45,GKP,Crystal Palace,1.0,,0,3843,56,2.1,0,0,311,1,Johnstone,14,6,1.9,a,0.7,0.0,1.0,6.0,0,20,8145,35,1,6,0,0.00,0.49,,,0,False,2.9,0,123,,0.0,0.49,0.00,3,1,0.00,0,1.0,0.0,0.0,0.0,207,345,348,1.3,,7.4,16,57,14,22,1.3,0.0,3843,0,165,,8145,6.0,90,,3,35,0,0
231,Jefferson Lerma Solís,50,MID,Crystal Palace,1.0,,0,2296,76,0.4,0,0,133,1,Lerma,58,3,1.1,a,3.1,0.02,1.0,3.0,0,129,433,73,0,3,0,0.02,0.49,,,0,False,2.1,0,254,,0.0,0.49,0.02,28,1,0.04,0,0.0,13.6,3.0,0.04,112,202,79,0.6,,14.2,81,53,38,12,0.6,0.02,2296,0,104,,433,3.0,90,,28,73,0,0
232,Jean-Philippe Mateta,50,FWD,Crystal Palace,0.0,,0,4299,58,0.4,0,0,565,0,Mateta,58,0,0.9,a,0.0,0.0,0.0,0.0,0,52,1362,593,0,0,0,0.00,0.0,,,0,False,1.9,0,250,,0.0,0.00,0.00,65,0,0.00,0,0.0,0.0,0.0,0.0,580,264,575,0.0,,0.0,44,57,57,0,0.0,0.0,4299,0,572,,1362,0.0,0,,65,593,0,0
233,Remi Matthews,40,GKP,Crystal Palace,0.0,,0,425,25,0.1,0,0,211,0,Matthews,38,0,0.5,a,0.0,0.0,0.0,0.0,0,54,315,319,0,0,0,0.00,0.0,,,0,False,1.5,0,393,,0.0,0.00,0.00,44,0,0.00,0,0.0,0.0,0.0,0.0,272,591,254,0.0,,0.0,58,26,38,0,0.0,0.0,425,0,263,,315,0.0,0,,44,319,0,0
234,Tyrick Mitchell,45,DEF,Crystal Palace,1.0,100.0,0,2087,45,0.6,0,0,143,1,Mitchell,59,8,1.5,a,1.9,0.0,1.0,8.0,0,133,14896,18,0,8,2,0.00,0.49,,,0,False,2.5,0,210,100.0,0.0,0.49,0.02,7,1,0.02,0,0.0,2.6,2.0,0.02,161,461,149,1.8,2023-08-06T23:30:05.674779Z,14.6,76,48,44,29,1.8,0.02,2087,0,99,,14896,8.0,90,,7,18,0,0
235,Jake O'Brien,40,DEF,Crystal Palace,0.0,,0,900,111,0.2,0,0,275,0,O'Brien,137,0,0.5,a,0.0,0.0,0.0,0.0,0,212,360,378,0,0,0,0.00,0.0,,,0,False,1.5,0,370,,0.0,0.00,0.00,141,0,0.00,0,0.0,0.0,0.0,0.0,333,657,316,0.0,,0.0,146,134,139,0,0.0,0.0,900,0,325,,360,0.0,0,,141,378,0,0
236,Michael Olise,60,MID,Crystal Palace,0.0,0.0,0,3173,277,0.1,0,0,647,0,Olise,279,0,0.0,i,0.0,0.0,0.0,0.0,0,50,328,650,0,0,0,0.00,0.0,,1.0,0,False,0.0,0,415,0.0,0.0,0.00,0.00,280,0,0.00,0,0.0,0.0,0.0,0.0,650,80,650,0.0,2023-07-05T16:30:03.780925Z,0.0,133,279,277,0,0.0,0.0,3173,0,648,Hamstring injury - Unknown return date,328,0.0,0,2.0,280,650,0,0
237,Luke Plange,45,FWD,Crystal Palace,0.0,0.0,0,368,38,0.0,0,0,426,0,Plange,38,0,0.0,u,0.0,0.0,0.0,0.0,0,76,0,493,0,0,0,0.00,0.0,,,0,False,0.0,0,576,0.0,0.0,0.00,0.00,50,0,0.00,0,0.0,0.0,0.0,0.0,457,487,449,0.0,2023-08-02T07:30:53.481421Z,0.0,79,37,36,0,0.0,0.0,368,0,449,"Half season loan to Carlisle United, expected back in January",0,0.0,0,,50,493,0,0
238,Chris Richards,40,DEF,Crystal Palace,0.0,,0,2382,89,0.5,0,0,245,0,C.Richards,117,0,0.5,a,0.0,0.0,0.0,0.0,0,188,485,351,0,0,0,0.00,0.0,,,0,False,1.5,0,238,,0.0,0.00,0.00,122,0,0.00,0,0.0,0.0,0.0,0.0,305,625,288,0.0,,0.0,87,114,118,0,0.0,0.0,2382,0,296,,485,0.0,0,,122,351,0,0
239,Jairo Riedewald,45,MID,Crystal Palace,0.0,,0,494,107,0.1,0,0,344,0,Riedewald,127,0,0.5,a,0.0,0.0,0.0,0.0,0,215,233,429,0,0,0,0.00,0.0,,,0,False,1.5,0,479,,0.0,0.00,0.00,149,0,0.00,0,0.0,0.0,0.0,0.0,387,384,375,0.0,,0.0,167,125,120,0,0.0,0.0,494,0,379,,233,0.0,0,,149,429,0,0
240,Jeffrey Schlupp,50,MID,Crystal Palace,1.0,,0,967,25,0.2,0,0,50,1,Schlupp,27,3,1.1,a,6.0,0.06,1.0,3.0,0,111,395,70,0,3,0,0.06,0.49,,,0,False,2.1,0,355,,0.0,0.49,0.08,25,1,0.14,0,0.0,23.4,20.0,0.14,54,174,43,0.6,,17.0,109,31,31,9,0.6,0.08,967,0,88,,395,3.0,90,,25,70,0,0
241,James Tomkins,40,DEF,Crystal Palace,0.0,,0,3189,54,0.9,0,0,178,0,Tomkins,82,1,0.5,a,0.0,0.0,0.0,1.0,0,153,4148,178,0,1,0,0.00,0.0,,,0,False,1.5,0,176,,0.0,0.00,0.00,53,0,0.00,0,0.0,0.0,0.0,0.0,240,558,221,0.2,,0.2,64,79,79,3,0.2,0.0,3189,0,217,,4148,1.0,1,,53,178,0,0
242,Joel Ward,45,DEF,Crystal Palace,1.0,,0,895,123,0.3,0,0,293,1,Ward,67,6,1.5,a,1.6,0.0,1.0,6.0,0,43,2628,34,0,6,0,0.00,0.49,,,0,False,2.5,0,296,,0.0,0.49,0.02,13,1,0.02,0,0.0,4.1,0.0,0.02,177,322,136,1.3,,12.0,114,41,52,21,1.3,0.02,895,0,120,,2628,6.0,90,,13,34,0,0
243,Joe Whitworth,40,GKP,Crystal Palace,0.0,,0,3013,44,1.4,0,0,271,0,Whitworth,56,0,0.5,a,0.0,0.0,0.0,0.0,0,73,4217,375,0,0,0,0.00,0.0,,,0,False,1.5,0,145,,0.0,0.00,0.00,62,0,0.00,0,0.0,0.0,0.0,0.0,329,653,312,0.0,,0.0,18,45,56,0,0.0,0.0,3013,0,321,,4217,0.0,0,,62,375,0,0
615,Matheus França de Oliveira,50,MID,Crystal Palace,0.0,0.0,0,164,242,0.0,0,0,594,0,Matheus França,252,0,0.0,i,0.0,0.0,0.0,0.0,0,200,33,614,0,0,0,0.00,0.0,,,0,False,0.0,0,625,0.0,0.0,0.00,0.00,255,0,0.00,0,0.0,0.0,0.0,0.0,608,307,602,0.0,2023-08-08T11:00:07.451047Z,0.0,256,250,246,0,0.0,0.0,164,0,601,Knock - Unknown return date,33,0.0,0,,255,614,0,0
657,Jesurun Rak-Sakyi,45,MID,Crystal Palace,0.0,,0,17,133,0.0,0,0,427,0,Rak-Sakyi,151,0,0.5,a,0.0,0.0,0.0,0.0,0,243,114,494,0,0,0,0.00,0.0,,,0,False,1.5,0,653,,0.0,0.00,0.00,172,0,0.00,0,0.0,0.0,0.0,0.0,458,488,450,0.0,,0.0,275,150,144,0,0.0,0.0,17,0,450,,114,0.0,0,,172,494,0,0
658,John-Kymani Gordon,45,FWD,Crystal Palace,0.0,,0,254,39,0.1,0,0,429,0,Gordon,39,0,0.5,a,0.0,0.0,0.0,0.0,0,77,1844,496,0,0,0,0.00,0.0,,,0,False,1.5,0,507,,0.0,0.00,0.00,51,0,0.00,0,0.0,0.0,0.0,0.0,460,491,452,0.0,,0.0,70,38,37,0,0.0,0.0,254,0,452,,1844,0.0,0,,51,496,0,0
244,André Tavares Gomes,45,MID,Everton,0.0,,0,2493,99,0.3,0,0,325,0,André Gomes,119,0,1.0,a,0.0,0.0,0.0,0.0,0,207,1200,411,0,0,0,0.00,0.0,,,0,False,1.0,0,282,,0.0,0.00,0.00,141,0,0.00,0,0.0,0.0,0.0,0.0,372,361,360,0.0,,0.0,83,117,112,0,0.0,0.0,2493,0,364,,1200,0.0,0,,141,411,0,0
245,Jarrad Branthwaite,40,DEF,Everton,0.0,,0,1809,107,0.4,0,0,267,0,Branthwaite,134,0,1.0,a,0.0,0.0,0.0,0.0,0,208,638,372,0,0,0,0.00,0.0,,,0,False,1.0,0,248,,0.0,0.00,0.00,139,0,0.00,0,0.0,0.0,0.0,0.0,326,649,309,0.0,,0.0,91,131,136,0,0.0,0.0,1809,0,318,,638,0.0,0,,139,372,0,0
246,Dominic Calvert-Lewin,60,FWD,Everton,0.0,75.0,0,17407,77,0.8,0,0,642,0,Calvert-Lewin,77,0,1.6,d,0.0,0.0,0.0,0.0,0,23,490,646,0,0,0,0.00,0.0,1.0,,0,False,1.6,0,192,75.0,0.0,0.00,0.00,78,0,0.00,0,0.0,0.0,0.0,0.0,646,69,646,0.0,2023-08-10T13:00:06.178399Z,0.0,36,77,77,0,0.0,0.0,17407,0,643,Lack of match fitness - 75% chance of playing,490,0.0,0,,78,646,0,0
247,Seamus Coleman,45,DEF,Everton,0.0,0.0,0,1389,126,0.1,0,0,297,0,Coleman,149,0,0.0,i,0.0,0.0,0.0,0.0,0,46,40,395,0,0,0,0.00,0.0,,,0,False,0.0,0,500,0.0,0.0,0.00,0.00,153,0,0.00,0,0.0,0.0,0.0,0.0,351,326,335,0.0,2023-08-06T23:30:05.699825Z,0.0,185,146,151,0,0.0,0.0,1389,0,343,Knee injury - Unknown return date,40,0.0,0,,153,395,0,0
248,Dele Alli,50,MID,Everton,0.0,0.0,0,977,189,0.0,0,0,508,0,Dele,204,0,0.0,i,0.0,0.0,0.0,0.0,0,121,53,558,0,0,0,0.00,0.0,,,0,False,0.0,0,540,0.0,0.0,0.00,0.00,219,0,0.00,0,0.0,0.0,0.0,0.0,532,187,525,0.0,2023-08-06T23:30:05.714102Z,0.0,204,203,197,0,0.0,0.0,977,0,524,Hip injury - Unknown return date,53,0.0,0,,219,558,0,0
249,Abdoulaye Doucouré,55,MID,Everton,1.0,,0,1822,19,0.2,0,0,41,0,A.Doucoure,21,2,2.1,a,6.8,0.56,0.0,2.0,0,57,1129,147,0,2,0,0.56,1.5,,,0,False,2.1,1,317,,1.0,1.50,0.10,63,1,0.66,0,0.0,34.4,25.0,0.66,41,97,22,0.4,,8.8,93,15,63,7,0.4,0.1,1822,0,152,,1129,2.0,90,,63,147,0,0
250,James Garner,50,MID,Everton,1.1,,0,298,225,0.0,0,0,566,0,Garner,66,2,1.6,a,2.7,0.0,0.0,2.0,0,171,144,141,0,2,0,0.00,1.46,,4.0,0,False,1.6,1,522,,1.1,1.33,0.01,58,1,0.01,0,0.0,18.3,0.0,0.01,125,265,62,0.4,,8.8,191,44,62,12,0.4,0.01,298,0,151,,144,2.0,82,,58,141,0,0
251,Jean-Philippe Gbamin,45,MID,Everton,0.0,,0,268,105,0.0,0,0,335,0,Gbamin,125,0,1.0,a,0.0,0.0,0.0,0.0,0,213,114,421,0,0,0,0.00,0.0,,,0,False,1.0,0,552,,0.0,0.00,0.00,147,0,0.00,0,0.0,0.0,0.0,0.0,381,372,369,0.0,,0.0,213,123,118,0,0.0,0.0,268,0,373,,114,0.0,0,,147,421,0,0
